"subject","score"
"math",47.7053099442145
"math",47.0147377338144
"math",50.2107331686895
"math",52.1002414908525
"math",45.5719195445137
"math",47.4765689794751
"math",50.227089453404
"math",59.194948082172
"math",56.1867512681428
"math",43.3701240163904
"math",60.8783274937058
"math",50.6430755219211
"math",51.100146351354
"math",44.8561272196305
"math",37.4918461024815
"math",44.3176521062237
"math",47.6964280612949
"math",55.5727216675665
"math",49.1583448817508
"math",46.4709918550088
"math",44.6870433779777
"math",54.8605382441863
"math",54.7715983804739
"math",46.0060837752878
"math",48.4146605560243
"math",54.8617744243976
"math",46.9263677273245
"math",55.0297720542296
"math",51.6191431295376
"math",50.8433162556509
"math",41.3243505154548
"math",52.1150068909974
"math",51.2660492101016
"math",53.0862019405517
"math",49.1139826278854
"math",53.9081995250839
"math",47.7415752258527
"math",52.3131242170854
"math",44.5480451527198
"math",52.1929037902506
"math",39.1331355719049
"math",55.0182147103792
"math",52.7566484084242
"math",48.996690785647
"math",45.1426315808144
"math",56.7208500793187
"math",50.0542652239565
"math",58.1480552319802
"math",44.7507091450745
"math",49.5336130834971
"math",49.2158351806678
"math",46.7900674506233
"math",39.2603168866372
"math",46.2619274974016
"math",52.1173915808747
"math",52.7230689646061
"math",48.4175663957348
"math",49.1700922994969
"math",49.3537784764928
"math",57.9056769253638
"math",50.6304656231246
"math",60.9006924612833
"math",47.2257629938135
"math",52.0125311118823
"math",56.4767393268478
"math",47.5952951766373
"math",48.7353463345198
"math",48.5886135289096
"math",53.1362907522759
"math",50.061770720501
"math",51.7878374138312
"math",55.8244362519092
"math",56.2498459705838
"math",52.4296114932202
"math",51.5872381950545
"math",50.9457321753891
"math",55.3229139188112
"math",50.9805668637653
"math",50.4870180330236
"math",48.2351762041126
"math",44.9834777970243
"math",56.5766126732312
"math",46.0817042630634
"math",53.569653583607
"math",50.4550386571376
"math",53.3885969063273
"math",48.0996823013562
"math",49.9292281665263
"math",40.3380782678552
"math",52.2911830475123
"math",50.1180017833965
"math",46.5605510725502
"math",52.4117340769975
"math",48.0304934443359
"math",44.3531306388087
"math",58.6423836230396
"math",52.1346701716133
"math",49.3725021333941
"math",40.6906947209678
"math",51.8363489475942
"math",56.2634357383559
"math",53.9416882907809
"math",51.6260509761204
"math",44.258916829839
"math",50.9125236646565
"math",46.0427130564199
"math",47.1129834935412
"math",50.0888665949431
"math",44.508463371829
"math",56.7328491083406
"math",48.3606103170244
"math",47.2355986548668
"math",48.830007353732
"math",51.1126224011115
"math",43.6558529229389
"math",48.5875475590894
"math",44.5313028626518
"math",34.6679858842593
"math",46.8575301369699
"math",56.3328870810889
"math",50.2366760250552
"math",48.2472017776847
"math",48.0193213359206
"math",44.7494326653462
"math",54.0377216222252
"math",53.1679754798959
"math",41.7147327741326
"math",49.5390352759288
"math",58.3781807228716
"math",53.0342272834263
"math",49.482048843022
"math",55.1352330062547
"math",56.7915966822575
"math",38.692755999023
"math",50.2586166417978
"math",54.3439603612568
"math",50.3147264750197
"math",48.5729455695875
"math",47.7659411236707
"math",48.9623099075133
"math",46.8034669757454
"math",42.7197311622923
"math",50.519087297353
"math",49.1357032020527
"math",56.46447793433
"math",52.1439203284329
"math",54.1056718526499
"math",45.3610675848509
"math",56.7870780025786
"math",46.121838039459
"math",66.6161135516005
"math",73.2371358100098
"math",71.101281890082
"math",71.9083775017931
"math",63.8969639744384
"math",72.6717634736846
"math",68.4928833150311
"math",64.940233726703
"math",69.7983917644436
"math",66.3614633074507
"math",63.0718216844371
"math",66.1186613201972
"math",63.2388782978838
"math",63.3982965610412
"math",70.603170097944
"math",57.7024439887615
"math",66.8016788265361
"math",68.8623930032818
"math",68.6843086845856
"math",75.4713249730459
"math",66.0931328726852
"math",69.9750675257923
"math",69.6172431909739
"math",71.199022593963
"math",64.9510378172466
"math",70.8604576053612
"math",68.1107300373869
"math",73.3087212307567
"math",72.100620543964
"math",70.7011057315564
"math",71.497377594821
"math",64.497416375897
"math",68.5654115933842
"math",81.4927370406554
"math",69.046013674582
"math",69.5046453368757
"math",68.3338033345858
"math",72.0154197456226
"math",71.3965172929001
"math",61.9748048145803
"math",59.7316201861594
"math",69.0225948528491
"math",78.3019003520015
"math",64.929656981198
"math",64.1508102753986
"math",62.7889654626409
"math",62.5489100444877
"math",80.881876627387
"math",69.6570047636639
"math",70.5404128457154
"math",60.0340105717404
"math",69.5888192266627
"math",69.8201112969588
"math",73.3141963011909
"math",67.384978508786
"math",65.2545902894154
"math",70.2928054288338
"math",64.7621244153734
"math",77.1511801274684
"math",72.9154709903337
"math",74.0529129826963
"math",72.6436254931153
"math",71.2629408786625
"math",61.9833407299417
"math",67.7665835590163
"math",63.5570181493441
"math",75.8293041367752
"math",73.10824328829
"math",69.8534125191255
"math",74.5616196576153
"math",72.2342748111595
"math",73.1325543620637
"math",66.1298289485507
"math",66.8400241352146
"math",69.714994624725
"math",80.6964291283898
"math",67.9084301081145
"math",64.3179765130977
"math",70.1870478566475
"math",66.506249011563
"math",70.0811529483959
"math",76.2707691255849
"math",67.3883217181117
"math",62.9209752543302
"math",66.7474554646804
"math",66.805309098148
"math",70.9568572076185
"math",63.8782562204837
"math",70.2783753185577
"math",68.274682659917
"math",69.1578526142282
"math",64.1364890581955
"math",64.9425116538344
"math",77.7560322322231
"math",68.2964625686101
"math",69.5722425768225
"math",71.1154575821535
"math",70.1352157161623
"math",75.3658910867124
"math",67.1255056201872
"math",62.6565331575819
"math",73.7030753393821
"math",71.850275515288
"math",67.3357887273299
"math",70.3111830093391
"math",65.848595721201
"math",67.7275058997028
"math",73.3277594691004
"math",71.9784934603479
"math",65.6772281565112
"math",66.4811987324059
"math",68.8344967214823
"math",64.1029037844853
"math",68.9036399107833
"math",69.2233004532808
"math",65.0793931036666
"math",68.0005291821806
"math",71.8771973642752
"math",75.395626268905
"math",68.3870176839363
"math",70.069525318835
"math",78.91875028315
"math",66.1231616315089
"math",69.6694474384009
"math",75.7239797751441
"math",72.7314632553496
"math",74.5391986878822
"math",61.9516265028999
"math",82.2663540680071
"math",70.6241158557779
"math",72.7169277805372
"math",68.467220963788
"math",67.8143549272143
"math",65.749233576066
"math",67.5655791303325
"math",74.8939471994882
"math",75.363553340995
"math",69.9507195941223
"math",68.192687400254
"math",75.3435912948156
"math",71.1079007697133
"math",72.5930318712326
"math",61.2577369730445
"math",76.3658304516399
"math",73.7533790828247
"math",76.5659838068261
"math",79.1962548645641
"math",65.7552389457272
"math",68.395254007876
"math",82.2012368247079
"eng",76.1934186752733
"eng",78.8403898640681
"eng",81.4522356026972
"eng",85.2731882267471
"eng",81.9857732860607
"eng",77.7867367149914
"eng",85.3634214898266
"eng",80.2745491691813
"eng",74.403465195911
"eng",84.5621525678338
"eng",82.0610112157147
"eng",80.8576615551663
"eng",80.6647004484714
"eng",81.5294816416919
"eng",81.4774157609727
"eng",74.2546834483828
"eng",84.0180569760943
"eng",79.6200175557847
"eng",78.5950124002622
"eng",77.9176844342084
"eng",79.487848375745
"eng",84.7294376895918
"eng",81.3942733791657
"eng",78.7222559641369
"eng",84.6168797865877
"eng",78.1027100100285
"eng",83.423541885212
"eng",80.2532707961747
"eng",77.9315753013693
"eng",73.9861423572179
"eng",83.1046192889611
"eng",83.7712527580369
"eng",82.3854790820518
"eng",81.5201105966934
"eng",86.8863657393478
"eng",82.1798729511144
"eng",82.6349610533516
"eng",84.043240523787
"eng",79.8376562642578
"eng",74.3668502191219
"eng",78.5154046225792
"eng",80.8066666514071
"eng",81.7052304053312
"eng",79.6356341887911
"eng",84.1631538093617
"eng",80.5904288211169
"eng",78.2296721853506
"eng",81.9260287238908
"eng",79.7263157896254
"eng",79.1604867460596
"eng",81.177168780654
"eng",76.897271285276
"eng",82.7804421605976
"eng",85.0858237477378
"eng",76.8194608942209
"eng",75.5377408443115
"eng",81.94877306415
"eng",81.6196848029093
"eng",83.3498897368568
"eng",78.6688142567408
"eng",82.1976088159008
"eng",82.0152898288252
"eng",79.2003418375618
"eng",78.7439820938354
"eng",78.6063694755457
"eng",82.8447998649316
"eng",81.2040610068506
"eng",80.9430894568221
"eng",80.9651526662206
"eng",82.8430689019545
"eng",75.851497956055
"eng",78.4304648227363
"eng",79.0166056025219
"eng",80.8701406139953
"eng",79.8589625173791
"eng",80.7238340873602
"eng",79.9317321919666
"eng",78.785566393472
"eng",79.2247364443177
"eng",79.0048595640208
"eng",79.0075894987029
"eng",80.8174088040235
"eng",79.1511485009949
"eng",84.0254334704246
"eng",82.4707104120211
"eng",79.2128844713969
"eng",79.1239847702986
"eng",82.4031594064847
"eng",74.7978963691158
"eng",82.1724043901342
"eng",73.8815073123956
"eng",78.3773315790989
"eng",74.4831410659095
"eng",85.6806451667645
"eng",85.4457901556889
"eng",75.3546526119467
